,기준 년코드,기준_분기_코드,상권_구분_코드, 상권_구분_코드_명,상권_코드,상권_코드_명,총_생활인구_수,남성_생활인구_수,여성_생활인구_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_1_생활인구_수,시간대_2_생활인구_수,시간대_3_생활인구_수,시간대_4_생활인구_수,시간대_5_생활인구_수,시간대_6_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,엑스좌표_값,와이좌표_값,시군구_코드,행정동_코드,행정구_명
3008,2021,3분기,A,골목상권,1000743,동작대로7길,1117815,518962,598854,98970,243264,232636,152090,146032,244823,357007,227376,112042,110076,163632,147681,158779,156320,160741,157725,161177,164253,158818,198094,442115,11590,11590620,동작구
3009,2021,2분기,A,골목상권,1000743,동작대로7길,1104179,509957,594221,92289,239692,227709,153035,147119,244336,340524,218773,109284,110076,175375,150149,157383,157814,158891,156451,157573,160158,155910,198094,442115,11590,11590620,동작구
3010,2021,1분기,A,골목상권,1000743,동작대로7길,1172610,539535,633073,92728,253693,243289,161418,156069,265413,349202,234583,121202,123160,188654,155807,168560,168888,168581,167165,166255,168242,164917,198094,442115,11590,11590620,동작구
3011,2020,4분기,A,골목상권,1000743,동작대로7길,1243455,565548,677908,102874,272122,249941,171898,168099,278523,375145,247115,126718,128158,199573,166747,177159,178762,177490,175849,177302,179870,177024,198094,442115,11590,11590620,동작구
3012,2021,3분기,A,골목상권,1000742,동작대로35길,744936,338544,406391,137511,84139,102188,113934,107437,199728,239099,162468,76440,69055,99586,98286,107467,106142,106220,103977,101574,108179,111376,198178,443634,11590,11590630,동작구
3013,2021,2분기,A,골목상권,1000742,동작대로35길,692087,315695,376393,125237,76782,96021,109213,95971,188863,220310,154648,71594,64031,91807,89698,99464,97046,98096,96898,97039,100049,103495,198178,443634,11590,11590630,동작구
3014,2021,1분기,A,골목상권,1000742,동작대로35길,718943,334849,384093,125707,80036,98970,113370,102267,198592,221775,158785,76023,68470,99214,94674,101805,100274,100578,101607,101619,105455,107605,198178,443634,11590,11590630,동작구
3015,2020,4분기,A,골목상권,1000742,동작대로35길,767943,363618,404325,147354,85654,102932,116664,109680,205659,235691,167893,81520,73767,107307,101765,109337,109367,107488,108338,107599,109985,115830,198178,443634,11590,11590630,동작구
3016,2021,3분기,A,골목상권,1000741,동작대로33길,998399,464399,534001,163158,115816,150362,146009,151386,271670,285322,209948,110652,104016,153649,134813,141812,143276,142738,140547,141555,143960,144510,198293,443401,11590,11590630,동작구
3017,2021,2분기,A,골목상권,1000741,동작대로33길,928434,431233,497201,155111,108389,139051,136013,137029,252840,266804,197348,102268,94863,141396,125756,132275,131850,132030,131670,133054,133408,134148,198293,443401,11590,11590630,동작구
3018,2021,1분기,A,골목상권,1000741,동작대로33길,953996,448028,505969,152256,112553,143258,142085,143632,260211,265315,200522,107662,101387,150060,129052,135781,135034,135213,135700,135927,137884,138459,198293,443401,11590,11590630,동작구
3019,2020,4분기,A,골목상권,1000741,동작대로33길,946258,439484,506773,153929,115285,141682,139910,142614,252839,266021,199000,105197,99003,147905,129132,134793,134455,133937,134185,134768,136136,137985,198293,443401,11590,11590630,동작구
3020,2021,3분기,A,골목상권,1000740,동작대로29길,260241,115811,144430,42248,28634,41658,37827,39482,70393,52695,48346,34188,38245,53846,32920,35856,34729,35668,37119,35577,40323,40971,198068,443238,11590,11590630,동작구
3021,2021,2분기,A,골목상권,1000740,동작대로29길,296997,132219,164778,48319,32347,46849,43834,43685,81963,61616,54651,37890,42700,61395,38745,41250,40781,41121,40641,41494,45383,46326,198068,443238,11590,11590630,동작구
3022,2021,1분기,A,골목상권,1000740,동작대로29길,322069,144958,177112,51545,35724,50729,47695,47003,89373,63696,60011,43152,48360,66970,39882,44958,43972,44456,44552,44909,49158,50065,198068,443238,11590,11590630,동작구
3023,2020,4분기,A,골목상권,1000740,동작대로29길,306991,137946,169045,50520,34679,46796,45302,44545,85149,62724,57523,40310,45134,62919,38382,42583,41764,42253,42572,43293,47195,47330,198068,443238,11590,11590630,동작구
3024,2021,3분기,A,골목상권,1000739,동작대로17길,661289,295729,365560,65556,129456,137843,104067,88259,136109,178683,131967,80897,80789,109833,79122,94292,96077,96785,97055,97456,92756,86867,198180,442665,11590,11590620,동작구
3025,2021,2분기,A,골목상권,1000739,동작대로17길,581887,258852,323035,55576,114310,121407,91192,78812,120590,172572,118693,65766,62554,90319,71984,83988,84143,84076,85131,84972,81717,77860,198180,442665,11590,11590620,동작구
3026,2021,1분기,A,골목상권,1000739,동작대로17길,598897,266135,332763,57194,115990,123738,92427,81890,127659,175046,121004,68888,66687,93567,73706,87368,87468,87889,86991,85935,83199,80049,198180,442665,11590,11590620,동작구
3027,2020,4분기,A,골목상권,1000739,동작대로17길,586381,265087,321294,56574,107368,115894,94478,83775,128293,161184,117321,70169,68743,97195,71768,85935,86423,86475,84728,83849,80954,78019,198180,442665,11590,11590620,동작구
3028,2021,3분기,A,골목상권,1000738,대방동2길,361806,166413,195393,48385,68270,65755,56096,50679,72618,115361,72125,35969,36566,53784,48000,51069,50539,51093,51085,51424,53372,53224,193616,444628,11590,11590660,동작구
3029,2021,2분기,A,골목상권,1000738,대방동2길,345658,160870,184788,48461,64145,64210,55330,47256,66256,109117,69292,33266,34069,52480,47436,48637,48383,48386,48416,48216,51809,51810,193616,444628,11590,11590660,동작구
3030,2021,1분기,A,골목상권,1000738,대방동2길,334883,154333,180549,46891,59887,63825,53406,46765,64110,102749,66127,33281,34521,51906,46300,47593,47068,47012,46970,46603,49675,49962,193616,444628,11590,11590660,동작구
3031,2020,4분기,A,골목상권,1000738,대방동2길,315278,146485,168794,44650,58761,59796,49761,43377,58935,98085,62378,31185,31901,48093,43636,44599,44265,44508,44444,44310,46460,46694,193616,444628,11590,11590660,동작구
3032,2021,3분기,A,골목상권,1000737,대방동27길,537111,264632,272480,98316,98328,95339,86512,69636,88981,182834,113532,51852,45050,69678,74167,75941,77445,76246,75847,74577,77936,79118,193292,444886,11590,11590660,동작구
3033,2021,2분기,A,골목상권,1000737,대방동27길,634495,311121,323374,122086,111510,108932,100088,83345,108532,215400,134960,60651,52787,81641,89057,90459,89182,89389,90116,89865,91221,94263,193292,444886,11590,11590660,동작구
3034,2021,1분기,A,골목상권,1000737,대방동27길,735669,353463,382205,132217,132766,126982,119077,97081,127547,245810,159829,70713,61717,95749,101850,104307,104289,103871,103784,103272,106609,109536,193292,444886,11590,11590660,동작구
3035,2020,4분기,A,골목상권,1000737,대방동27길,713611,339340,374272,134234,125944,123681,115716,91838,122200,228658,157690,71666,62397,96391,96811,101911,101661,100740,100456,100397,102437,106010,193292,444886,11590,11590660,동작구
3036,2021,3분기,A,골목상권,1000736,노량진로6길,801843,389993,411850,87225,146268,134596,108798,126253,198705,258383,175864,83134,75660,107337,101464,116628,111083,111002,114477,116685,111938,120030,194329,445577,11590,11590520,동작구
3037,2021,2분기,A,골목상권,1000736,노량진로6길,953792,464609,489183,102275,179130,160411,126180,149228,236571,304772,210448,100161,92434,128452,117527,134418,134272,134422,134828,133458,139416,142978,194329,445577,11590,11590520,동작구
3038,2021,1분기,A,골목상권,1000736,노량진로6길,875907,426979,448928,88651,158373,142308,113853,142996,229725,263798,189085,95952,89799,124139,113131,125213,123531,123273,123426,123436,125661,131366,194329,445577,11590,11590520,동작구
3039,2020,4분기,A,골목상권,1000736,노량진로6길,833537,408499,425038,84568,153596,130368,106839,139337,218826,243971,178064,93390,87453,122649,108011,118420,117018,118042,118673,117693,119555,124136,194329,445577,11590,11590520,동작구
3040,2021,3분기,A,골목상권,1000735,국사봉길,1363570,621991,741579,207687,235809,261401,200699,168549,289424,440411,288561,132026,125900,189206,187467,189778,190551,192428,184668,186215,205050,214880,194011,444042,11590,11590550,동작구
3041,2021,2분기,A,골목상권,1000735,국사봉길,1229817,563858,665959,182851,212670,228768,185292,153191,267045,407094,262969,115873,109121,165419,169343,171347,170085,172396,166543,167245,185747,196455,194011,444042,11590,11590550,동작구
3042,2021,1분기,A,골목상권,1000735,국사봉길,1322895,602735,720160,196373,223673,249144,201299,167832,284572,423497,286865,129571,119164,181679,182119,185214,181553,182181,183172,183232,197762,209778,194011,444042,11590,11590550,동작구
3043,2020,4분기,A,골목상권,1000735,국사봉길,1296749,580402,716348,189398,213682,250077,197740,169818,276035,419678,273193,121778,113986,181527,186588,181465,179858,177808,180641,180855,191857,204266,194011,444042,11590,11590550,동작구
3044,2021,3분기,A,골목상권,1000734,국사봉2길,437880,200020,237861,48788,87137,76427,68080,56171,101276,96126,85302,53292,55954,86984,60221,63428,61707,60338,61522,61627,64575,64683,193735,444206,11590,11590680,동작구
3045,2021,2분기,A,골목상권,1000734,국사봉2길,632997,289969,343028,71003,125851,112518,98621,80717,144287,147206,126681,75385,74685,121468,87572,89418,88774,89234,88478,89086,94058,93950,193735,444206,11590,11590680,동작구
3046,2021,1분기,A,골목상권,1000734,국사봉2길,569920,261939,307980,67423,113928,102325,87718,71140,127387,129382,114393,70115,69343,109735,76952,79132,80074,80149,79782,79853,85379,85549,193735,444206,11590,11590680,동작구
3047,2020,4분기,A,골목상권,1000734,국사봉2길,431026,197668,233359,50944,91070,79705,64237,52069,93003,96794,86752,53424,52981,84013,57061,60270,60192,60019,59687,60679,64464,65716,193735,444206,11590,11590680,동작구
3048,2021,3분기,A,골목상권,1000733,국사봉1길,482975,216182,266794,54835,79245,83323,68314,70980,126276,118500,89926,54576,58835,91361,69775,69818,67705,65987,67541,68516,71077,72331,193988,444333,11590,11590550,동작구
3049,2021,2분기,A,골목상권,1000733,국사봉1길,531360,237056,294303,61089,91861,90871,76897,74535,136107,140162,96815,55749,60225,97495,80913,75697,74325,75645,74041,74821,78296,78536,193988,444333,11590,11590550,동작구
3050,2021,1분기,A,골목상권,1000733,국사봉1길,544820,243267,301553,65331,92254,91731,81394,76616,137494,143597,102329,58953,63236,97523,79183,77214,77258,76557,76909,76608,79892,80382,193988,444333,11590,11590550,동작구
3051,2020,4분기,A,골목상권,1000733,국사봉1길,500903,222808,278096,58707,88412,84231,72142,72321,125089,132440,93773,53850,58070,89837,72933,71697,71306,69283,70109,70984,72969,74556,193988,444333,11590,11590550,동작구
3052,2021,3분기,A,골목상권,1000732,영신로9길,1305492,639954,665538,173476,179314,208049,182437,246147,316069,366201,265441,141076,144383,215713,172678,182111,182364,181324,180474,180527,196940,201752,191778,445892,11560,11560515,영등포구
3053,2021,2분기,A,골목상권,1000732,영신로9길,1383315,675555,707759,176990,195445,223553,194782,256819,335725,381006,281282,149964,155562,233135,182366,191184,190591,192097,191259,193007,210283,214893,191778,445892,11560,11560515,영등포구
3054,2021,1분기,A,골목상권,1000732,영신로9길,1433356,692631,740726,205454,190611,226376,203484,259845,347586,379669,296132,163184,164681,243054,186634,200203,197508,196343,199382,201686,216079,222157,191778,445892,11560,11560515,영등포구
3055,2020,4분기,A,골목상권,1000732,영신로9길,1395033,668390,726643,201444,184049,214272,203868,257254,334145,372616,283866,155821,160522,237966,184243,195200,192801,190433,193911,194253,210528,217908,191778,445892,11560,11560515,영등포구
3056,2021,3분기,A,골목상권,1000731,영등포로84길,536311,252578,283733,65532,102025,92548,81879,77020,117306,144569,113955,62708,62575,84073,68432,76375,77187,77085,76855,77372,75695,75744,193107,445796,11560,11560630,영등포구
3057,2021,2분기,A,골목상권,1000731,영등포로84길,566149,273204,292945,70794,110731,96456,85479,81436,121255,154466,119105,64596,64869,88373,74739,81468,80756,81060,80865,80779,80062,81159,193107,445796,11560,11560630,영등포구
3058,2021,1분기,A,골목상권,1000731,영등포로84길,598693,291346,307345,71211,121338,102699,88261,85368,129815,158306,125870,70944,69664,95152,78755,85760,85707,85937,86021,84731,84703,85833,193107,445796,11560,11560630,영등포구
3059,2020,4분기,A,골목상권,1000731,영등포로84길,608690,293052,315638,72896,122754,108272,88565,84171,132034,162851,128685,71621,70319,95691,79521,87815,87177,87699,86410,85749,85559,88279,193107,445796,11560,11560630,영등포구
3060,2021,3분기,A,골목상권,1000730,영등포로80길,837665,395296,442369,71625,154754,148636,112569,120779,229301,258135,177157,88804,85345,118057,110168,119365,118662,121240,120603,120106,116750,120939,192927,445842,11560,11560630,영등포구
3061,2021,2분기,A,골목상권,1000730,영등포로80길,899963,429842,470122,78135,157544,160354,123092,135255,245585,286483,189939,91151,87651,124583,120156,127881,127207,127466,126648,126978,128525,135258,192927,445842,11560,11560630,영등포구
3062,2021,1분기,A,골목상권,1000730,영등포로80길,963418,460832,502587,87867,169477,175192,125896,145774,259212,297281,206548,101686,95343,135025,127536,136828,136315,136477,136711,135762,137817,143509,192927,445842,11560,11560630,영등포구
3063,2020,4분기,A,골목상권,1000730,영등포로80길,915199,431026,484173,83659,161766,163854,128149,135832,241941,282101,194511,96151,90646,129328,122463,129938,127126,130333,130565,130395,130673,136170,192927,445842,11560,11560630,영등포구
3064,2021,3분기,A,골목상권,1000729,영등포로62길,866356,443359,422996,94744,183809,185783,128620,115099,158300,228680,195810,99360,96730,137292,108484,123260,123094,123284,124895,124665,122641,124519,192544,446278,11560,11560515,영등포구
3065,2021,2분기,A,골목상권,1000729,영등포로62길,789995,401412,388583,94327,159412,161044,118272,101869,155070,194623,182033,93783,91247,130636,97675,114630,114332,112679,112494,111268,110428,114165,192544,446278,11560,11560515,영등포구
3066,2021,1분기,A,골목상권,1000729,영등포로62길,760097,392962,367135,76520,158456,165291,110978,98365,150487,191943,171525,88174,87211,126524,94720,108315,108783,108339,107234,107061,109052,111313,192544,446278,11560,11560515,영등포구
3067,2020,4분기,A,골목상권,1000729,영등포로62길,749123,390161,358963,83973,152748,158370,109126,96534,148374,184716,171413,89020,86889,125443,91644,107606,108024,108856,106305,104960,105117,108256,192544,446278,11560,11560515,영등포구
3068,2021,3분기,A,골목상권,1000728,영등포로35길,444447,220743,223704,48185,70877,87528,70051,64108,103697,105575,96198,59000,57900,72904,52871,61570,67291,64580,63195,62266,61490,64056,191411,446916,11560,11560535,영등포구
3069,2021,2분기,A,골목상권,1000728,영등포로35길,546909,277320,269589,52615,90581,109253,85915,81745,126802,141984,115562,67967,67734,86996,66667,78632,78801,78804,78903,79077,77600,75092,191411,446916,11560,11560535,영등포구
3070,2021,1분기,A,골목상권,1000728,영등포로35길,551917,280916,270999,58132,89089,109430,87290,82442,125532,144123,118028,68726,68152,86693,66192,79373,80301,79596,78546,77618,78979,77503,191411,446916,11560,11560535,영등포구
3071,2020,4분기,A,골목상권,1000728,영등포로35길,531622,271674,259947,54564,83173,103824,86752,80466,122842,140336,112729,65882,65954,82971,63751,77011,77063,77462,75815,75077,75390,73804,191411,446916,11560,11560535,영등포구
3072,2021,3분기,A,골목상권,1000727,영등포로27길,598523,287069,311454,73676,89145,123950,91094,84984,135672,163369,126892,73136,70772,89987,74367,86424,84293,84378,87204,86873,86741,82610,191114,446969,11560,11560550,영등포구
3073,2021,2분기,A,골목상권,1000727,영등포로27길,444404,210978,233426,49740,71081,96972,64707,61268,100636,114277,94430,56352,54653,70095,54596,62713,62415,62657,62296,62832,65760,65730,191114,446969,11560,11560550,영등포구
3074,2021,1분기,A,골목상권,1000727,영등포로27길,468134,222238,245896,55659,75249,101710,68308,64034,103175,118733,101269,59707,57889,74172,56365,66384,66014,65601,65607,65371,69185,69971,191114,446969,11560,11560550,영등포구
3075,2020,4분기,A,골목상권,1000727,영등포로27길,461653,219890,241763,52555,75532,97939,68082,63582,103962,116063,98521,59169,58248,74767,54884,65092,64809,64882,64530,64580,68325,69434,191114,446969,11560,11560550,영등포구
3076,2021,3분기,A,골목상권,1000726,영등포로25길,533034,258655,274380,35831,100562,123325,74314,80288,118713,140221,109885,66592,65388,83721,67229,76819,74670,75519,78310,79040,74326,74351,190924,447024,11560,11560550,영등포구
3077,2021,2분기,A,골목상권,1000726,영등포로25길,595463,289110,306355,36934,113325,135000,84221,92339,133644,157825,122199,73744,71383,93898,76415,85566,86055,85602,85645,86351,83090,83154,190924,447024,11560,11560550,영등포구
3078,2021,1분기,A,골목상권,1000726,영등포로25길,626175,301830,324346,43150,122032,139284,90031,96905,134771,165675,131268,77448,75226,98408,78151,91183,90532,90432,89398,88943,87269,88417,190924,447024,11560,11560550,영등포구
3079,2020,4분기,A,골목상권,1000726,영등포로25길,645946,315383,330563,46571,125879,140374,93732,98735,140653,172674,135775,79297,77249,101145,79804,93968,93714,92967,92368,91270,90717,90940,190924,447024,11560,11560550,영등포구
3080,2021,3분기,A,골목상권,1000725,여의대방로61길,580279,290627,289652,69533,100399,110014,98290,81643,120399,143271,128310,66119,67366,102247,72966,83692,83284,84227,86020,84618,80443,77994,193198,446166,11560,11560630,영등포구
3081,2021,2분기,A,골목상권,1000725,여의대방로61길,627361,314969,312392,74967,109869,115962,107854,88661,130049,168539,136789,68111,69431,103771,80718,92064,91829,90911,91912,89948,86468,84230,193198,446166,11560,11560630,영등포구
3082,2021,1분기,A,골목상권,1000725,여의대방로61길,590317,303381,286936,64135,109601,109344,100624,83116,123496,163356,127248,63383,65462,96609,74260,85943,86469,86493,85263,83647,81287,81216,193198,446166,11560,11560630,영등포구
3083,2020,4분기,A,골목상권,1000725,여의대방로61길,580130,301151,278979,58339,109118,108945,100273,81428,122026,159854,126660,61939,64667,94929,72082,85189,85779,84995,83436,82425,79497,78809,193198,446166,11560,11560630,영등포구
3084,2021,3분기,A,골목상권,1000724,여의대방로43나길,577193,269460,307733,127682,80845,79662,88671,79403,120929,163296,122509,65260,63665,89253,73211,81335,79403,82144,81489,80704,84951,87166,192985,445284,11560,11560690,영등포구
3085,2021,2분기,A,골목상권,1000724,여의대방로43나길,581339,271162,310177,137351,83391,76862,87088,78498,118148,167396,124588,64183,62523,89672,72977,81323,81065,81242,80167,80380,86713,90448,192985,445284,11560,11560690,영등포구
3086,2021,1분기,A,골목상권,1000724,여의대방로43나길,557429,261664,295766,127529,78883,72883,85403,75441,117292,152068,118691,64131,62365,89271,70903,77990,77817,77547,77878,77641,82719,85838,192985,445284,11560,11560690,영등포구
3087,2020,4분기,A,골목상권,1000724,여의대방로43나길,535899,251843,284057,116765,76470,73986,81518,74671,112491,150435,112046,58906,58820,85843,69850,74876,74538,74605,74689,74469,79293,83430,192985,445284,11560,11560690,영등포구
3088,2021,3분기,A,골목상권,1000723,여의대방로39길,237699,109105,128594,37886,30019,42304,39635,36862,50992,72778,49328,24616,23221,34872,32884,33546,33733,34044,34148,33515,33968,34746,192965,444877,11560,11560690,영등포구
3089,2021,2분기,A,골목상권,1000723,여의대방로39길,258266,120601,137665,44271,32826,45614,41768,39370,54415,77780,54072,27552,25426,37516,35919,36776,36887,37283,37163,36810,36445,36902,192965,444877,11560,11560690,영등포구
3090,2021,1분기,A,골목상권,1000723,여의대방로39길,275336,128687,146650,44633,35507,49520,44876,42694,58106,82995,58800,29120,26511,39804,38107,39311,38627,38901,39035,39329,39676,40458,192965,444877,11560,11560690,영등포구
3091,2020,4분기,A,골목상권,1000723,여의대방로39길,292777,136287,156492,48867,38224,51121,47585,44419,62564,87356,62804,31683,28716,42154,40066,41788,41777,42218,41560,41727,41521,42189,192965,444877,11560,11560690,영등포구
3092,2021,3분기,A,골목상권,1000722,여의대방로35길,1286650,600077,686573,243934,176843,210072,202370,202943,250489,342780,260565,150844,145900,212595,173966,182970,182131,184266,183209,184043,186287,183745,192810,444683,11560,11560680,영등포구
3093,2021,2분기,A,골목상권,1000722,여의대방로35길,1105859,522208,583652,217590,146546,182322,173082,169219,217100,306947,224054,127121,120194,175383,152162,158332,157984,157670,159957,159119,156879,155918,192810,444683,11560,11560680,영등포구
3094,2021,1분기,A,골목상권,1000722,여의대방로35길,1136824,538253,598571,207641,155943,193621,178095,175417,226108,317798,230881,126397,121848,182866,157032,162343,160225,160161,161478,162215,165952,164447,192810,444683,11560,11560680,영등포구
3095,2020,4분기,A,골목상권,1000722,여의대방로35길,1128991,532697,596294,210585,153487,192977,175578,171725,224640,320355,232637,125091,120228,177242,153438,161149,161723,161893,160007,159332,161794,163095,192810,444683,11560,11560680,영등포구
3096,2021,3분기,A,골목상권,1000721,양평로28길,444546,220046,224500,55259,67980,114054,76289,62096,68869,126774,97760,50951,49241,63796,56024,63998,64540,65375,65387,64968,60068,60212,190340,449134,11560,11560620,영등포구
3097,2021,2분기,A,골목상권,1000721,양평로28길,416494,206513,209980,53211,63353,105296,72316,58070,64246,120296,91642,47553,46560,58168,52276,60596,60384,60694,60196,59883,56715,58025,190340,449134,11560,11560620,영등포구
3098,2021,1분기,A,골목상권,1000721,양평로28길,400553,198388,202164,55162,59698,99171,69452,55528,61540,114594,87739,46327,44938,56422,50534,58591,58500,58358,57498,57554,54583,55471,190340,449134,11560,11560620,영등포구
3099,2020,4분기,A,골목상권,1000721,양평로28길,392600,196071,196530,55729,58386,96851,65804,54398,61434,111379,86016,45870,44799,55857,48679,57842,57719,57409,56606,56219,53087,53719,190340,449134,11560,11560620,영등포구
3100,2021,3분기,A,골목상권,1000720,양평로22라길,280247,144604,135643,29033,49767,74232,52722,38236,36258,41321,59818,50535,51430,52571,24573,43052,43742,44013,44992,43738,31731,28982,190659,448917,11560,11560620,영등포구
3101,2021,2분기,A,골목상권,1000720,양평로22라길,253681,130179,123502,24795,47531,65824,48167,34179,33184,39951,54067,44557,45829,46488,22790,39740,39939,38465,40466,39501,28746,26826,190659,448917,11560,11560620,영등포구
3102,2021,1분기,A,골목상권,1000720,양평로22라길,238613,121867,116747,22546,44797,60752,46978,30796,32745,39101,50019,40731,42108,44192,22463,36855,38028,37858,36869,35700,27660,25643,190659,448917,11560,11560620,영등포구
3103,2020,4분기,A,골목상권,1000720,양평로22라길,253834,129614,124222,24946,47056,66439,49194,31926,34273,41449,53417,43204,44643,46979,24143,39748,40418,40308,38779,37322,29383,27878,190659,448917,11560,11560620,영등포구
3104,2021,3분기,A,골목상권,1000719,양평로19길,626416,318430,307986,65071,116906,158317,111394,83140,91590,159552,137236,76901,71825,94439,86465,91915,92897,94068,95939,94655,79762,77180,190719,448482,11560,11560620,영등포구
3105,2021,2분기,A,골목상권,1000719,양평로19길,621041,319784,301258,67552,116533,152695,111294,82156,90811,155376,136177,77064,72553,94219,85654,93862,94375,91686,94750,93958,77482,74929,190719,448482,11560,11560620,영등포구
3106,2021,1분기,A,골목상권,1000719,양평로19길,595806,305750,290055,63396,111300,146644,106998,79422,88045,154642,128773,72342,68963,90301,80783,89095,90654,90846,88608,86854,75708,74040,190719,448482,11560,11560620,영등포구
3107,2020,4분기,A,골목상권,1000719,양평로19길,584827,301250,283576,62467,110248,142553,105730,77753,86076,149855,127245,72703,69630,88089,77305,88724,89388,89389,86801,84479,73661,72383,190719,448482,11560,11560620,영등포구
3108,2021,3분기,A,골목상권,1000718,신길로60길,865522,437982,427541,121072,91279,137044,132887,149285,233953,237344,172746,96725,96759,142776,119173,124873,121427,122388,123432,120281,122105,131019,192338,445958,11560,11560515,영등포구
3109,2021,2분기,A,골목상권,1000718,신길로60길,1006389,513083,493306,151763,107651,158750,155437,161602,271184,287090,199611,110169,105671,160466,143383,142222,143165,143078,142697,140868,143898,150462,192338,445958,11560,11560515,영등포구
3110,2021,1분기,A,골목상권,1000718,신길로60길,1074078,530553,543525,140608,115057,178810,168356,167873,303373,311264,216031,113777,111471,170893,150644,151482,149575,149877,150925,152388,156484,163347,192338,445958,11560,11560515,영등포구
3111,2020,4분기,A,골목상권,1000718,신길로60길,1086109,536690,549419,162426,117094,171804,170053,166177,298554,313371,221944,117510,112966,170368,149950,153347,152307,153846,155581,152808,154758,163463,192338,445958,11560,11560515,영등포구
3112,2021,3분기,A,골목상권,1000717,신길로42길,1104458,529295,575164,138095,151467,184620,169306,179184,281785,359981,226164,108357,100548,153680,155729,155809,157524,157658,153499,152970,162779,164220,192317,445241,11560,11560660,영등포구
3113,2021,2분기,A,골목상권,1000717,신길로42길,965560,459811,505748,118604,126766,156686,154766,158639,250100,328294,200109,89352,82382,128561,136860,136306,135965,134317,133630,134842,142051,148450,192317,445241,11560,11560660,영등포구
3114,2021,1분기,A,골목상권,1000717,신길로42길,1036068,490492,545577,128901,130161,165756,167095,174805,269350,334481,214822,102188,93019,143486,148072,146017,145175,144151,145122,146604,151815,157186,192317,445241,11560,11560660,영등포구
3115,2020,4분기,A,골목상권,1000717,신길로42길,933015,444982,488032,116427,122062,138525,146609,163020,246374,304010,193573,91710,84438,127932,131350,131712,129991,128311,131473,132219,138241,141069,192317,445241,11560,11560660,영등포구
3116,2021,3분기,A,골목상권,1000716,신길로42가길,1276614,616103,660513,158505,149222,184374,208938,230785,344791,403486,268335,131260,123436,177646,172451,181777,185616,181498,178501,176184,183847,189193,192439,445537,11560,11560630,영등포구
3117,2021,2분기,A,골목상권,1000716,신길로42가길,1254261,599858,654403,154217,143904,180312,211902,224572,339354,401564,266736,126901,118106,170785,170167,179100,178644,175917,177190,176808,179664,186937,192439,445537,11560,11560630,영등포구
3118,2021,1분기,A,골목상권,1000716,신길로42가길,1320202,640401,679801,155310,155683,190927,219346,238154,360781,410720,281524,135521,127415,185212,179809,187314,186416,185377,187416,188469,189163,196049,192439,445537,11560,11560630,영등포구
3119,2020,4분기,A,골목상권,1000716,신길로42가길,1284155,629065,655090,148132,150113,179946,217589,235540,352836,398301,270297,132866,124753,182256,175682,182366,179741,179718,182304,182493,184316,193216,192439,445537,11560,11560630,영등포구
3120,2021,3분기,A,골목상권,1000715,신길로39길,590319,276990,313330,81764,76916,85924,85067,105297,155351,174870,120418,61928,61099,90553,81451,83223,85578,83981,82650,82630,85083,87174,191864,445355,11560,11560650,영등포구
3121,2021,2분기,A,골목상권,1000715,신길로39길,466831,220899,245931,67723,59016,66512,69588,81032,122959,145693,94724,46100,45730,68588,65996,66655,65766,65941,65161,65670,68033,69606,191864,445355,11560,11560650,영등포구
3122,2021,1분기,A,골목상권,1000715,신길로39길,484898,231422,253476,70170,61323,70759,72824,82653,127169,148165,98949,49892,48554,71449,67889,69656,68626,68437,68137,69028,70299,70714,191864,445355,11560,11560650,영등포구
3123,2020,4분기,A,골목상권,1000715,신길로39길,470508,223987,246521,67829,58068,66681,71162,82182,124586,142408,95609,48463,47812,70261,65954,66756,66404,65868,66791,66948,68123,69615,191864,445355,11560,11560650,영등포구
3124,2021,3분기,A,골목상권,1000714,신길로17길,703903,331689,372214,81112,82758,121584,101553,116092,200807,213539,148196,73153,70512,106561,91943,101489,95785,98354,97283,100457,100918,109616,191729,444251,11560,11560670,영등포구
3125,2021,2분기,A,골목상권,1000714,신길로17길,1082923,511097,571825,134458,127678,190546,170074,173183,286985,320915,228320,113275,109365,169455,141592,150816,152582,156198,146723,151806,161699,163099,191729,444251,11560,11560670,영등포구
3126,2021,1분기,A,골목상권,1000714,신길로17길,1012124,482700,529424,114845,124420,179097,154555,159965,279242,286121,207455,109376,106781,164857,137534,141740,140455,139067,141828,142149,150914,155970,191729,444251,11560,11560670,영등포구
3127,2020,4분기,A,골목상권,1000714,신길로17길,740135,352384,387751,78421,86734,122689,109644,122334,220313,199671,149079,83136,83417,125899,98936,101574,97068,99430,108832,111214,108803,113214,191729,444251,11560,11560670,영등포구
3128,2021,3분기,A,골목상권,1000713,선유서로28길,468001,231507,236495,53622,77110,106246,81137,64595,85293,90233,100372,76234,74766,78474,47922,69192,70439,72068,73525,71715,56006,55054,190103,447239,11560,11560610,영등포구
3129,2021,2분기,A,골목상권,1000713,선유서로28길,490017,242993,247025,53926,82968,111261,84232,69915,87714,88942,106536,82417,80693,83207,48222,76355,76518,72878,76598,75942,56247,55479,190103,447239,11560,11560610,영등포구
