,기준 년코드,기준_분기_코드,상권_구분_코드, 상권_구분_코드_명,상권_코드,상권_코드_명,총_생활인구_수,남성_생활인구_수,여성_생활인구_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_1_생활인구_수,시간대_2_생활인구_수,시간대_3_생활인구_수,시간대_4_생활인구_수,시간대_5_생활인구_수,시간대_6_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,엑스좌표_값,와이좌표_값,시군구_코드,행정동_코드,행정구_명
5476,2021,3분기,A,골목상권,1000126,한림말길,483031,214036,268995,81066,47494,82924,86562,66950,118036,84989,96797,71297,78526,99553,51872,68772,68632,69575,70320,69653,69559,66520,201180,449048,11200,11200645,성동구
5477,2021,2분기,A,골목상권,1000126,한림말길,490680,214552,276128,87961,47267,82576,86856,66552,119470,89817,100859,71988,76501,97530,53984,70281,70292,70528,71370,72167,69901,66139,201180,449048,11200,11200645,성동구
5478,2021,1분기,A,골목상권,1000126,한림말길,485285,212101,273184,77142,48401,84586,87682,66549,120923,90743,98294,69647,75342,97339,53918,69155,69312,70207,69750,69513,70233,67114,201180,449048,11200,11200645,성동구
5479,2020,4분기,A,골목상권,1000126,한림말길,447447,195606,251840,73143,44955,77280,79506,62462,110101,82923,90564,64552,69516,90446,49444,64437,64230,64529,63946,63966,64705,61633,201180,449048,11200,11200645,성동구
5480,2021,3분기,A,골목상권,1000125,한림말3길,576182,255992,320190,94260,65594,97590,101158,77439,140140,71452,114423,94374,106721,135992,53220,81741,83289,84681,84831,86329,83068,72241,201433,449279,11200,11200645,성동구
5481,2021,2분기,A,골목상권,1000125,한림말3길,506129,223845,282284,83923,58190,84413,89230,66835,123541,61632,100001,82705,94372,120284,47135,72774,73056,72859,74201,74985,73970,64284,201433,449279,11200,11200645,성동구
5482,2021,1분기,A,골목상권,1000125,한림말3길,497358,219993,277364,77872,56358,83963,89374,66348,123443,61301,98632,82035,92889,116657,45844,71779,72704,74020,72314,71637,71378,63526,201433,449279,11200,11200645,성동구
5483,2020,4분기,A,골목상권,1000125,한림말3길,489348,215278,274069,76811,53676,82974,85998,66693,123195,60935,97424,80278,91177,114333,45199,71037,71604,72114,70661,70529,70513,62889,201433,449279,11200,11200645,성동구
5484,2021,3분기,A,골목상권,1000124,청계천로10나길,532328,259938,272391,66515,64678,84816,90161,92237,133922,122216,122059,75113,72212,83067,57659,75821,78091,77548,79815,79335,71274,70443,203136,452343,11200,11200540,성동구
5485,2021,2분기,A,골목상권,1000124,청계천로10나길,562166,269588,292579,67032,68944,87766,93796,97298,147329,131715,128316,78594,75847,86803,60890,82970,83280,82645,83140,81814,75030,73288,203136,452343,11200,11200540,성동구
5486,2021,1분기,A,골목상권,1000124,청계천로10나길,586060,281687,304373,73153,69217,90990,96527,102458,153717,133477,132501,83415,81329,92674,62664,85671,86665,86427,86341,84829,78727,77402,203136,452343,11200,11200540,성동구
5487,2020,4분기,A,골목상권,1000124,청계천로10나길,582830,280564,302265,70262,70026,89466,98221,102064,152791,134121,132413,82041,80095,91719,62439,84849,86353,87381,86185,83777,77585,76700,203136,452343,11200,11200540,성동구
5488,2021,3분기,A,골목상권,1000123,장터길,312723,143611,169112,45268,36825,50324,48890,50291,81122,71134,58922,38980,41060,61883,40745,42586,44246,43928,44004,43904,48033,46022,201652,449863,11200,11200615,성동구
5489,2021,2분기,A,골목상권,1000123,장터길,333592,151550,182042,48164,40774,56298,53375,50723,84257,65730,60896,43288,46852,73702,43127,45891,44965,45585,45896,45832,52857,52564,201652,449863,11200,11200615,성동구
5490,2021,1분기,A,골목상권,1000123,장터길,344492,156168,188323,49611,42437,57401,53920,51790,89331,66731,63366,45941,49040,75601,43812,47216,46939,46955,47192,47829,54585,53777,201652,449863,11200,11200615,성동구
5491,2020,4분기,A,골목상권,1000123,장터길,371788,166624,205164,52218,46165,63513,56862,55416,97614,71947,67957,48908,52379,82122,48476,51504,50796,51156,51329,51646,57493,57863,201652,449863,11200,11200615,성동구
5492,2021,3분기,A,골목상권,1000122,용답중앙길,395407,192780,202626,39123,71495,61373,60822,62932,99664,95833,83370,45947,46401,69865,53991,55489,56498,56343,55946,56305,57079,57747,204477,451818,11200,11200790,성동구
5493,2021,2분기,A,골목상권,1000122,용답중앙길,379505,184992,194512,36752,71038,59602,57983,60205,93925,95085,80066,42650,42900,65763,53039,53129,53612,53792,53921,53721,54991,56339,204477,451818,11200,11200790,성동구
5494,2021,1분기,A,골목상권,1000122,용답중앙길,381618,186669,194950,41022,66272,59279,59184,61673,94189,94721,80595,43953,43989,65945,52417,54188,54388,54435,54004,53796,54864,55943,204477,451818,11200,11200790,성동구
5495,2020,4분기,A,골목상권,1000122,용답중앙길,344213,166349,177865,40320,56698,49895,51746,56265,89289,92028,73014,38271,37470,56955,46476,48308,48900,48213,48061,47120,50419,53195,204477,451818,11200,11200790,성동구
5496,2021,3분기,A,골목상권,1000121,용답29길,795304,380705,414599,81858,147062,122497,121188,130211,192485,190160,162997,98735,101418,140792,101203,112423,114785,114454,112747,114385,113141,113368,204749,451713,11200,11200790,성동구
5497,2021,2분기,A,골목상권,1000121,용답29길,690782,333142,357641,69055,128034,104763,105533,112994,170402,168452,140568,83527,85814,122699,89720,96907,97602,97576,97145,97790,101306,102456,204749,451713,11200,11200790,성동구
5498,2021,1분기,A,골목상권,1000121,용답29길,716188,343754,372433,76467,124297,110451,109504,117069,178400,172727,145880,88006,90069,127528,91980,101436,101382,101049,101473,100908,104075,105866,204749,451713,11200,11200790,성동구
5499,2020,4분기,A,골목상권,1000121,용답29길,723550,346404,377146,78106,122244,109845,112602,120502,180252,169697,147905,89910,91547,131653,92837,101117,101999,100514,101422,101894,106313,110292,204749,451713,11200,11200790,성동구
5500,2021,3분기,A,골목상권,1000120,왕십리로6길,1164774,583282,581491,102141,248265,285334,203738,146487,178807,208103,242617,193278,196014,210530,114230,173775,177656,179406,186585,184298,134652,128402,204130,449627,11200,11200660,성동구
5501,2021,2분기,A,골목상권,1000120,왕십리로6길,1009220,506773,502447,85986,227435,254192,180237,123807,137564,140394,207619,183409,189777,198870,89152,157371,159882,154470,161611,159489,112154,104242,204130,449627,11200,11200660,성동구
5502,2021,1분기,A,골목상권,1000120,왕십리로6길,919660,470317,449342,77492,196253,230869,167916,119343,127789,138853,193359,163685,165258,174668,83834,143032,150023,149427,145163,137963,100375,93676,204130,449627,11200,11200660,성동구
5503,2020,4분기,A,골목상권,1000120,왕십리로6길,901955,456992,444963,79081,187248,225860,163742,116650,129373,140439,190510,158563,158071,169865,84509,144470,148034,146882,139258,132328,99511,91470,204130,449627,11200,11200660,성동구
5504,2021,3분기,A,골목상권,1000119,왕십리로31길,893995,387707,506286,133605,154856,169327,134886,125816,175506,223190,180592,107585,112717,158755,111156,124364,122435,127418,123780,123444,136696,135856,202492,451577,11200,11200520,성동구
5505,2021,2분기,A,골목상권,1000119,왕십리로31길,1025243,439121,586122,146511,179705,190738,158265,148677,201348,265544,205183,120254,126163,178523,129578,143202,142578,143149,141886,143215,154148,157064,202492,451577,11200,11200520,성동구
5506,2021,1분기,A,골목상권,1000119,왕십리로31길,1031194,447969,583225,151806,175486,195441,158798,148510,201154,258463,206570,125048,129941,182524,128650,144671,142863,143131,143186,142974,155487,158880,202492,451577,11200,11200520,성동구
5507,2020,4분기,A,골목상권,1000119,왕십리로31길,1061423,459602,601822,154536,181869,200001,159249,154872,210896,266470,213110,127367,133394,187989,133092,148264,147319,147022,148051,147509,159527,163732,202492,451577,11200,11200520,성동구
5508,2021,3분기,A,골목상권,1000118,왕십리로26길,1212990,559060,653930,148093,266230,207322,172142,184142,235061,308188,249150,150327,152153,203369,149803,174177,175025,176239,176961,177922,171203,161461,202889,451635,11200,11200535,성동구
5509,2021,2분기,A,골목상권,1000118,왕십리로26길,1139235,528221,611014,133503,252901,190644,165814,172492,223882,292811,233157,139988,140356,191435,141486,165353,164930,164818,166123,167088,160104,150818,202889,451635,11200,11200535,성동구
5510,2021,1분기,A,골목상권,1000118,왕십리로26길,985086,463170,521917,116525,219729,160477,145036,149535,193785,243544,200982,124286,125385,168535,122355,143394,144794,145381,142200,141875,137150,130291,202889,451635,11200,11200535,성동구
5511,2020,4분기,A,골목상권,1000118,왕십리로26길,988553,465504,523049,111373,223738,158134,146832,151819,196659,244509,200301,124190,125018,169323,125213,142705,144743,145570,141946,143124,138188,132279,202889,451635,11200,11200535,성동구
5512,2021,3분기,A,골목상권,1000117,왕십리로21길,712960,325317,387642,135454,106502,106954,115609,104437,144002,213934,147321,75765,71449,106484,98005,102353,101730,101700,101364,101001,102429,102384,202778,451092,11200,11200560,성동구
5513,2021,2분기,A,골목상권,1000117,왕십리로21길,622550,283229,339321,123066,90079,93964,102794,90282,122366,185761,129656,67067,62190,92231,85644,89513,89151,89721,88792,88756,88681,87939,202778,451092,11200,11200560,성동구
5514,2021,1분기,A,골목상권,1000117,왕십리로21길,561409,252829,308579,108787,83098,80347,93743,81629,113805,162172,118922,62153,57817,84212,76134,80641,80005,79549,79536,79891,80716,81072,202778,451092,11200,11200560,성동구
5515,2020,4분기,A,골목상권,1000117,왕십리로21길,547051,247710,299340,115614,77379,77613,90816,77136,108494,157708,114555,60307,56576,83006,74898,78488,77280,78307,77920,77868,77842,79347,202778,451092,11200,11200560,성동구
5516,2021,3분기,A,골목상권,1000116,왕십리로14길,698007,344529,353478,73109,133723,149275,118561,94451,128887,135827,146955,98046,100439,133494,83246,100456,102790,103255,106492,105627,91591,87797,204042,449995,11200,11200660,성동구
5517,2021,2분기,A,골목상권,1000116,왕십리로14길,558545,272544,286001,59484,111231,118214,94054,75865,99701,91397,117437,85186,87283,114740,62502,83435,84442,82555,85544,84661,69985,67923,204042,449995,11200,11200660,성동구
5518,2021,1분기,A,골목상권,1000116,왕십리로14길,526039,260000,266039,54491,99282,112224,89179,73671,97192,90825,111142,77867,79838,106977,59391,79380,81322,81266,78945,76681,65670,62774,204042,449995,11200,11200660,성동구
5519,2020,4분기,A,골목상권,1000116,왕십리로14길,527197,259068,268129,57229,98545,111572,88008,74380,97461,93059,112327,77080,79060,106250,59422,80477,81089,81294,78496,76329,66380,63133,204042,449995,11200,11200660,성동구
5520,2021,3분기,A,골목상권,1000115,아차산로5길,394057,208749,185310,40332,71372,88271,71422,57021,65642,86170,87070,60632,59466,61200,39521,58555,59068,61091,62249,59781,46862,46452,204680,449891,11200,11200690,성동구
5521,2021,2분기,A,골목상권,1000115,아차산로5길,454710,238445,216265,40314,85692,107130,80478,65811,75286,100502,99919,68907,67871,71296,46213,70614,71048,68535,70994,70194,52770,50557,204680,449891,11200,11200690,성동구
5522,2021,1분기,A,골목상권,1000115,아차산로5길,459045,238093,220953,40712,86078,109503,81320,65709,75724,99086,100545,69771,68565,73681,47396,70805,72607,72362,70312,67351,53432,52176,204680,449891,11200,11200690,성동구
5523,2020,4분기,A,골목상권,1000115,아차산로5길,459321,238046,221275,43436,84495,106952,80614,64980,78843,100905,101114,68662,67388,73266,47985,71894,72815,73169,69488,66502,53512,51943,204680,449891,11200,11200690,성동구
5524,2021,3분기,A,골목상권,1000114,아차산로15길,373555,200913,172640,26005,80208,89855,71293,56644,49547,57557,85563,69894,68795,61167,30581,57942,60310,61079,63026,60890,36940,33370,205575,449536,11200,11200690,성동구
5525,2021,2분기,A,골목상권,1000114,아차산로15길,382694,202897,179797,28110,80156,91165,73655,58688,50919,58005,87643,71728,70632,63408,31278,62785,63226,59318,63667,62180,37518,33999,205575,449536,11200,11200690,성동구
5526,2021,1분기,A,골목상권,1000114,아차산로15길,362522,194561,167961,24281,75161,87233,70737,56006,49107,54507,83476,68494,67415,59750,28882,58635,61396,60994,58896,55477,35039,32085,205575,449536,11200,11200690,성동구
5527,2020,4분기,A,골목상권,1000114,아차산로15길,354294,191169,163125,24031,72348,83440,69045,55116,50314,52944,81560,66765,65630,58922,28473,58858,59934,60222,57155,52462,34332,31330,205575,449536,11200,11200690,성동구
5528,2021,3분기,A,골목상권,1000113,아차산로11길,395515,210038,185478,28573,78875,93292,75220,61574,57981,74140,90267,68492,66981,60378,35255,60913,63268,63980,65847,63594,40495,37420,205275,449569,11200,11200690,성동구
5529,2021,2분기,A,골목상권,1000113,아차산로11길,416680,218495,198186,31295,82565,98214,79623,64865,60120,75653,95271,72969,71407,64696,36685,67841,68313,64236,68601,67050,41863,38776,205275,449569,11200,11200690,성동구
5530,2021,1분기,A,골목상권,1000113,아차산로11길,398399,210992,187407,27891,78351,94753,76585,62332,58486,72966,91713,69845,68261,61192,34423,63907,66672,66210,64092,60542,39813,37166,205275,449569,11200,11200690,성동구
5531,2020,4분기,A,골목상권,1000113,아차산로11길,393060,209334,183726,28684,75675,91491,75149,61792,60270,73191,90344,68085,66399,60597,34445,64570,65860,65888,62648,57782,39314,36998,205275,449569,11200,11200690,성동구
5532,2021,3분기,A,골목상권,1000112,송정4가길,686396,351414,334981,49794,161191,144149,108597,101926,120738,178391,151370,84950,81255,103573,86857,98762,98220,103075,101047,102356,92190,90745,205707,449942,11200,11200720,성동구
5533,2021,2분기,A,골목상권,1000112,송정4가길,802174,411074,391100,58378,196543,162979,128555,116724,138994,216565,179002,95366,90210,117929,103103,117447,117822,116556,118125,116617,107870,107738,205707,449942,11200,11200720,성동구
5534,2021,1분기,A,골목상권,1000112,송정4가길,791685,406218,385468,60783,188372,160632,124380,119430,138088,208594,175612,95876,90765,119004,101832,115746,117097,116597,114587,113112,107271,107276,205707,449942,11200,11200720,성동구
5535,2020,4분기,A,골목상권,1000112,송정4가길,788229,403157,385071,60114,191443,158240,118680,119814,139936,216816,174712,92261,86888,115599,101950,114930,114375,115240,113992,112848,107150,109694,205707,449942,11200,11200720,성동구
5536,2021,3분기,A,골목상권,1000111,송정12라길,555712,279544,276167,51359,127760,105951,81322,80079,109241,156984,123317,62192,59361,82479,71378,78637,79498,79335,78421,76972,80410,82440,206021,450206,11200,11200720,성동구
5537,2021,2분기,A,골목상권,1000111,송정12라길,419780,209918,209863,39176,100286,77478,62880,59461,80499,120820,94140,45863,43876,61289,53792,59284,59117,59412,59091,58915,61150,62809,206021,450206,11200,11200720,성동구
5538,2021,1분기,A,골목상권,1000111,송정12라길,420224,210948,209275,42290,96424,77950,62173,60512,80877,119129,93889,46660,44498,61954,54096,60166,58941,58557,59071,59190,61072,63226,206021,450206,11200,11200720,성동구
5539,2020,4분기,A,골목상권,1000111,송정12라길,423996,210140,213855,43357,95470,78440,61136,61717,83875,120175,94137,47128,45797,62986,53771,59962,59574,59385,59671,59506,61577,64321,206021,450206,11200,11200720,성동구
5540,2021,3분기,A,골목상권,1000110,성수일로6길,524688,280357,244330,38763,133190,128168,92824,68587,63155,64366,111239,101598,105324,102656,39505,81832,83901,85628,88322,85890,52865,46249,204696,449444,11200,11200690,성동구
